,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
129,Simple-Hemp-Seed-Porridge-_vegan_-grain-free_-gluten-free_-1684394,300.0,8,1,300.0,600
130,Pesto-Prosciutto-Dutch-Baby-1697393,1200.0,10,2,1500.0,2700
131,Wild-Rice-Veggie-Egg-Bake-_Gluten-Free_-1700180,2400.0,7,4,600.0,3000
132,BANANA-OATMEAL-PANCAKES-1631508,,12,4,,1500
133,Chocolate-Pomegranate-Overnight-Oats-1696762,,8,4,,600
134,Lemon-Ricotta-Pancakes-1623843,1800.0,11,4,300.0,2100
135,Healthy-Protein-Pancake-1711215,,7,2,,1200
136,Triple-Berry-Baked-Oatmeal-1687884,,9,4,,2100
137,Tropical-Smoothie-Berry-Breakfast-Pizza-1710446,,14,6,600.0,600
138,Fluffernutter-and-Jelly-Stuffed-French-Toast-1706743,1500.0,13,5,600.0,2100
139,Rainbow-Pepper-_-Feta-Quiche-1704101,,8,4,,2700
140,Starbucks-Inspired-Oatmeal-1201429,,7,4,,900
141,Baked-Blueberry-Buttermilk-Pancakes-1685897,,5,4,,2700
142,Banana-Pancakes-1629361,600.0,5,4,120.0,720
143,Sausage-and-Eggs-to-Go-998776,,4,6,,2100
144,3-Ingredient-Protein-Powder-Pancakes-1563205,600.0,3,4,300.0,900
145,Double-Sweet-Cherry-Vanilla-Jam-1697901,,6,4,,2700
146,Easy-Granola-1021130,,6,4,,1500
147,Creamy-Instant-Oatmeal-Topped-with-Bananas-and-Pecans-1599515,,7,4,,1200
148,Crazy-Easy-Banana-Pancakes-1004455,,6,2,,1500
149,Sir-Bananas-French-Toast-Bake-1557280,1800.0,11,8,900.0,2700
150,Blueberry-French-Toast-1641556,,6,4,,1800
151,Broccoli-cheddar-and-sausage-egg-muffin-pull-a-parts-334980,,9,6,,3000
152,Zucchini-Pancakes-Grain-free-1001104,,6,3,,1500
153,Tropical-Summer-Coconut-Oatmeal-1705651,900.0,8,2,300.0,1200
154,Bistro-Breakfast-1522799,1200.0,8,3,480.0,1680
155,Brown-sugar-glazed-bacon-308530,,4,5,,1800
156,Breakfast-Fruit-Salad-1077251,,5,1,300.0,300
157,IHOP-pancake-629692,,8,4,,1500
158,Crock-Pot-Bacon-and-Sausage-Breakfast-Casserole-1710585,,15,4,1200.0,26400
159,Easy-Vegan-Breakfast-Tacos-1693234,900.0,15,2,900.0,1800
160,Tempeh-Benedict-with-Vegan-Hollandaise-Sauce-1703064,900.0,18,4,600.0,1500
161,Dark-Chocolate-Cranberry-Baked-Oatmeal-1563333,,7,4,,3900
162,Ham-and-Cheese-Waffles-1706765,600.0,14,4,600.0,1800
163,Gluten-Free-Dutch-Baby-with-Blueberry-Maple-Syrup-1702716,1200.0,11,4,600.0,1800
164,Ham-and-Egg-Cupcakes-for-Breakfast-979905,1500.0,5,12,300.0,1800
165,BROCCOLI-QUICHE-1218721,,7,6,,3300
166,Jillian-Michaels-Spinach-Frittata-with-Potatoes_-Peppers_-and-Feta-1704195,,11,4,,1800
167,Zucchini-Pancakes-1683302,,11,10,,1800
168,Apple-pancakes-307171,,10,4,,2100
169,Crispy-Fried-Eggs-1708417,,4,1,,900
170,Italian-Breakfast-Toast-1632330,,4,5,,1800
171,Red-velvet-pancakes-333836,,10,4,,2100
172,Spicy-Summer-Grits-1633361,1500.0,11,4,300.0,1800
173,Ham-and-Cheese-Potato-Pancakes-1568472,,12,6,,1500
174,Bananas-Foster-Waffles-1698556,,14,4,,1800
175,Buckwheat-Porridge-With-Bananas-1635241,,5,1,,2100
176,French-Toast-Bites-484866,,5,4,,1800
177,Peaches-and-Cream-Baked-French-Toast-1686573,,14,7,,5400
178,Paleo-Sausage-Egg-McMuffin-477146,,7,4,,1800
179,Homemade-Hash-Browns-with-Spinach-and-Carrot-1120175,0.0,7,4,0.0,2100
180,Green-Veggie-Frittata-1697495,0.0,10,8,0.0,1800
181,Hemp-Seed-Porridge-1684396,,5,4,,1500
182,Egg-Muffins-1113649,,7,6,,2400
183,Peanut-Butter-Cup-Overnight-Oats-1038240,,6,6,,900
184,Raspberry-Skillet-Pancake-1018232,2700.0,6,4,900.0,3600
185,Peanut-Butter-and-Chocolate-Steel-Cut-Oatmeal-1622751,,7,4,600.0,2400
186,21-Day-Fix-Spinach-Pesto-Frittata-1269076,900.0,7,4,300.0,1200
187,Grain-Free-Buttermilk-Pancakes-1680220,,6,4,,1800
188,Swedish-Pancakes-1094763,,5,4,,1800
189,Bacon_-Egg_-And-Cheese-Breakfast-Casserole-1490559,,7,6,,4500
190,Maple-Vanilla-Overnight-Oats_-1567318,,8,2,300.0,300
191,Chocolate-Banana-Waffles-1711149,,18,4,,1800
192,Hot-Pumpkin-Quinoa-Breakfast-1680510,120.0,6,1,60.0,180
193,Blueberry-Pancakes-611509,,10,6,,3000
194,Mango-_-Young-Dried-Coconut-Granola-Breakfast-Parfaits-_Vegan_-1706590,1800.0,18,5,1800.0,10800
195,Baked-Western-Omelet-1203701,2700.0,9,9,900.0,3600
196,Breakfast-polenta-308885,,7,4,,2400
197,Turmeric-Persimmon-Porridge-1696030,1200.0,9,2,600.0,1800
198,Cream-Cheese-_-Jam-Muffins-1706430,,19,12,1200.0,3600
199,Cantaloupe-Breakfast-Bowls-1624395,,5,2,420.0,420
200,Eggy-in-a-Basket-1011527,240.0,6,2,300.0,540
201,Mango-Overnight-Oats-1622358,0.0,14,1,0.0,1500
202,Coconut-milk-breakfast-quinoa-333578,,7,2,,1500
203,Healthy-Peaches-and-Cream-Pancakes-1708451,,16,6,,2400
204,Cottage-cheese-and-fruit-casserole-without-flour_-_Diet-foods_-1689418,,10,4,,3300
205,2-Minute-Omelette-in-a-Mug-977874,,7,4,,900
206,Oatmeal-almond-pancakes-334089,,5,4,,1200
207,Raspberry-Overnight-Oatmeal-with-Chia-Seeds-and-Acai-1459890,10800.0,10,1,600.0,11400
208,Quick-_-Easy-Sweet-Potato-Rosti-in-your-waffle-maker-1623402,,6,4,,1200
209,Fluffy-Pancakes-1588299,,7,4,,1200
210,Baked-Eggs-in-Whole-Roasted-Tomatoes-1007867,,6,6,,3000
211,Another-Gluten-Free-Pancake-1690464,,7,6,,1800
212,Plus_-Non-Toxic-Waffle-Iron-Solutions-_-Real-Food-Waffle-Topping-Ideas_-1698125,,9,4,,1200
213,Cheesy-Chive-Scrambled-Eggs-1601874,,7,2,,1500
214,Oatmeal-Raisin-Overnight-Oats-1514861,,7,4,,1500
215,Recipes-1026148,1800.0,4,4,600.0,2400
216,Best-Ever-Homemade-Waffles-1632212,,8,15,,1800
217,Super-Easy-European-Style-Potato-Pancakes-1561455,600.0,10,2,900.0,1500
218,3-Ingredient-Bacon-Asparagus-Frittata-1602561,2400.0,3,4,1800.0,4200
219,Tomato-Basil-Egg-Scramble-1252682,300.0,5,2,600.0,900
220,French-Toast-1601367,,7,1,,1500
221,Pancake-1057627,,8,8,,1200
222,Delicious-_-Easy-Chilled-Breakfast-Idea-1200426,,6,1,,900
223,Smashed-Avocado-Poached-Egg-Toast-1703782,300.0,12,2,600.0,900
224,Protein-Packed-Breakfast-623277,,6,4,,1800
225,Caprese-baked-egg-cups-333349,,8,4,,1800
226,Very-Lush-Omelet-_-1617619,,4,4,,2700
227,Pumpkin-Oatmeal-1623528,,6,2,,900
228,Korean-Style-Potato-_-Scallion-Pancakes-1708712,,8,6,,2100
229,Cinnamon-French-Toast-Fingers-with-Greek-Yogurt-and-Blueberry-Sauce-1626342,300.0,12,2,600.0,900
230,Easy_-Breezy-Homemade-Pancakes-1642241,,7,4,,2100
231,BASIC-DUTCH-BABY-1618980,,5,3,,1800
232,Crispy-Skillet-Breakfast-Potatoes-1624842,2100.0,7,4,600.0,2700
233,Honey-Lemon-Coconut-Paleo-Pancakes-1580984,420.0,5,6,300.0,720
234,French-Toast-Roll-Ups-With-Cream-Cheese-and-Strawberries-1068173,300.0,5,4,900.0,1200
235,Overnight-Blackberry-Yeast-Waffles-with-Blackberry-Syrup-1707580,300.0,16,8,900.0,1200
236,Cinnamon-apple-spiced-oatmeal-352259,,4,1,,900
237,Easy-Frugal-Recipe-_-Strawberry-Freezer-Jam-with-Honey-1687172,300.0,4,4,900.0,1200
238,Father_s-Day-Breakfast-680826,,5,4,,2100
239,Fluffy-Pancakes-1272469,,6,6,,1800
240,Chia-Seed-Banana-Breakfast-Pudding-682779,,6,4,,10800
241,Grilled-French-Toast-1692821,,14,4,,2100
242,Shakshuka---Breakfast-in-a-Skillet-1040498,,13,2,,1200
243,Simple-Oat-Waffles-1356560,1800.0,5,3,300.0,2100
244,Chia-Oatmeal-with-Blueberries-1601343,,6,1,,900
245,Ricotta-Pancakes-With-Maple-Butter-1699239,,12,4,,2100
246,Whole-Wheat-Yogurt-Waffles-1619622,,8,8,,1800
247,Paleo-Scotch-Eggs-1570854,,5,6,,3600
248,Savory-Cauliflower-Waffles-_-Fried-Eggs-1700084,900.0,14,4,600.0,1500
249,Curried-Eggs-with-Spinach-1678626,1200.0,10,2,300.0,1500
250,Best-Eggs-Benedict-480594,,10,4,300.0,900
251,Overnight-Blueberry-French-Toast-Casserole-1094256,,11,6,,2700
252,Strawberry-Blueberry-Overnight-Oats-1643376,7200.0,7,2,600.0,7800
253,Turkey-Sausage-Patties-with-Cranberry-Relish-772048,,7,6,300.0,1200
254,Chickpea-Cinnamon-Toast-Crunch-Cereal-1319169,2400.0,5,4,300.0,2700
255,Eggless-French-Toast-1097339,180.0,7,4,120.0,300
256,Rice-Bowl-with-Fried-Egg-and-Avocado-578427,,9,4,,1500
257,German-Pancake-Gluten-Free-1631689,1200.0,7,2,600.0,1800
258,Peach-Pie-Pancakes-1689860,,9,8,,900
259,Zippy-Zucchini-Frittata-1704462,,13,4,1800.0,1800
260,Coquito-French-Toast-441403,,5,4,,3900
261,Blueberry-Breakfast-Bowl-1216170,,5,1,,1200
262,Baby-Dutch-Baby-Pancakes-1549468,,5,4,,1800
263,Coconut-Flour-Protein-Waffles-1690732,,6,4,,900
264,Single-Serving-Baked-Apple-Oatmeal-1702556,,9,4,,1500
265,Single-Serve-Slow-Cooker-Oatmeal-1687129,,7,4,,1800
266,Apricot-Vanilla-Cashew-Refrigerator-Oatmeal-1698206,28800.0,6,1,300.0,29100
267,Strawberry-Cream-Cheese-French-Toast-1707122,,8,3,,1200
268,Cheesy-Spinach-Omelet-466660,,5,4,,1500
269,Peanut-Butter-Pancake-Muffins-1684920,,7,4,,1500
270,Saturday-Skillet-Breakfast-1088578,,5,4,,2100
271,French-Breakfast-Puffs-1526074,,11,12,,2700
272,2-INGREDIENT-PANCAKES-1683615,,9,4,,1500
273,Easy-Breakfast-Burrito-_Cups_-with-gluten-free-option-1623476,1200.0,6,4,600.0,1800
274,5-Minute-Protein-Pancakes-1267630,,5,4,,600
275,Vegan-Peanut-Butter-and-Jelly-French-Toast-1703156,480.0,12,6,600.0,1080
276,Italian-Breakfast-Casserole-1679318,,9,6,,3300
277,Sweet-Pepper-Hash-Brown-Baked-Eggs-1704454,,9,8,900.0,900
278,Creamy-Mango-_-Banana-Overnight-Oats-834446,,10,2,,1200
279,Blueberry-Jam-Overnight-Oats-1694209,,9,4,,1200
280,Poffertjes-_Dutch-Mini-Pancakes_-1684654,,9,4,,3900
281,Dairy-And-Egg-free-Banana-Pancakes-1544591,,8,4,,1500
282,Make-Ahead-Breakfast-Burritos-471469,,4,4,,2100
283,Fluffy-American-pancakes-569747,600.0,9,5,1800.0,2400
284,Healthy-Protein-Banana-Pancakes-1543487,300.0,5,9,300.0,600
285,Oatmeal-1081536,,7,1,,1500
286,On-The-Go-Breakfast-Burrito-Cones-1681637,900.0,7,8,600.0,1500
287,Cinnamon-French-Toast-1628897,360.0,10,4,300.0,660
288,Bacon_-Potato_-and-Egg-Casserole-1623146,3000.0,11,10,900.0,3900
289,Perfect-Pancakes-986263,,7,6,,1800
290,Gluten-Free-Veggie-Breakfast-Bakes-1528332,,6,4,,2400
291,The-Perfect-Waffles-981213,300.0,7,8,300.0,600
292,Mexican-Egg-Casserole-1698555,,9,4,,5100
293,Individual-Egg-_-Spinach-Bowls-1201751,,7,4,,2100
294,Cardamom-Almond-Coconut-Granola-Cereal-1068227,2700.0,9,3,600.0,3300
295,Eggnog-French-Toast-1637495,600.0,6,6,300.0,900
296,Easy-Breakfast-Burrito-982363,300.0,7,2,600.0,900
297,Sausage-Hash-Brown-Breakfast-Casserole-1545311,,9,10,,2400
298,Apple-Cinnamon-Oatmeal-1629567,,8,4,,1200
299,Basic-Western-Omelet-513987,600.0,6,4,900.0,1500
300,Pork-Belly-Benedict-Smothered-Fries-1705536,3600.0,15,4,600.0,4200
301,Country-Breakfast-Skillet-1525944,,8,5,,1800
302,Vegan-French-Toast-Makes-Breakfast-Better-1250659,,6,4,,1500
303,Avocado-Breakfast-Bake-627945,900.0,5,4,300.0,1200
304,Cinnamon-Streusel-Pancakes-1682365,,13,3,,1800
305,French-Toast-with-Strawberries-1270296,,5,4,,1500
306,2-Ingredient-Pancakes-1264118,,4,6,,1200
307,Homemade-Pancake-Mix-1662430,,10,3,300.0,300
308,Spring-Onion-Breakfast-Tacos-with-Mango-Habanero-Salsa-1702001,,8,4,,1200
309,Carrot-Cake-Pancakes-1686663,,16,3,,2100
310,Breakfast-Quesadillas-1699423,,9,4,,2700
311,Sweet-Potato-Porridge-1698284,,10,2,0.0,600
312,Creamy-Cinnamon-Oats-1585984,900.0,5,4,,900
313,Simple-Strawberry-Jam-in-the-Bread-Machine-1687024,4800.0,4,4,900.0,5700
314,Easy-Breakfast-Saute-1616304,,8,4,,900
315,Spinach-and-Egg-White-Omelet-566008,,6,1,,1800
316,Zucchini-and-Egg-Breakfast-1686975,,7,1,,1800
317,Chicken-and-Waffles-1684538,,24,4,,3900
318,Oatmeal-466649,,5,4,,1500
319,Cinnamon-Roll-Waffles-1637483,,3,4,,1500
320,Cauliflower-Pancakes-1636636,1200.0,7,8,600.0,1800
321,Gluten-Free-Coconut-Flour-Waffles-1680213,,6,4,,300
322,Easy-Baked-Pancake-Muffins-1583483,900.0,6,13,600.0,1500
323,Breakfast-Skillet-Hash-1103792,900.0,6,4,300.0,1200
324,Spinach-Omelet-with-Gouda-1690015,,6,1,600.0,1200
325,DASH-Applesauce-French-Toast-1013225,,6,6,,1500
326,Gluten-Free-Pancakes-541642,,4,3,,1500
327,Slow-Cooker-French-Toast-1580361,,9,8,,2400
328,Lazy-Day-Pancakes-1680536,,7,4,,600
329,Low-Carb-Breakfast-Lasagna-482953,,4,4,,1500
330,Jamie-Eason_s-Pumped-Up-Protein-Pancakes-1690262,,13,18,,3300
331,Lean-Eggs-and-Ham-1641128,,7,4,,1800
332,French-Toast-Simply-Recipes-42631,900.0,9,4,480.0,1380
333,1-2-3-Gluten-Free-Pancakes-1533270,,4,4,,1200
334,Homemade-Greek-Yogurt-1700025,,3,4,,2100
335,Whole-wheat-protein-pancakes-309984,,6,14,,1800
336,Easy-Blueberry-Jam-1682598,,4,4,,1800
337,Key-Lime-Homemade-Waffles-1621204,,12,4,900.0,1800
338,Jeannie_s-Banana-Kahlua-French-Toast-Syrup-1681598,,9,4,,1500
339,Homemade-Whole-Wheat-Buttermilk-Waffles-_No-Sugar-Added_-1106966,1200.0,10,12,600.0,1800
340,Blueberry-Buttermilk-Pancakes-1686565,1200.0,11,3,300.0,1500
341,Sweet-Potato-Breakfast-Skillet-1683415,720.0,8,4,1200.0,1920
342,Paleo-Pancakes-503735,,5,4,,900
343,Strawberries-_-Cream-French-Toast-Bake-1612353,,6,4,,1800
344,Pancakes-From-Scratch-1361947,,7,4,,1500
345,Gluten-Free-Blender-Pancakes-1613251,600.0,6,6,300.0,900
346,Hearty-Eggs-with-Harissa-Spiced-Chickpeas-and-Mixed-greens-and-A-Ramadan-Gift-Giveaway-1696885,,8,4,,3000
347,French-Toast-1200744,,8,4,,2400
348,Weekend-Warrior-Omelette-1611419,,6,2,,1500
349,Vegan-Blueberry-Pancakes-1688509,840.0,13,4,,1200
350,Make-Ahead-Breakfast-Cups-1060535,900.0,7,12,600.0,1500
351,Oatmeal-Pancakes-554826,,6,5,,1500
352,Blueberry-Gluten-Free-Pancakes-with-Quinoa-and-Lemon-1685590,1200.0,12,4,900.0,2100
353,Classic-Buttermilk-Waffles-1688907,1800.0,42,10,600.0,2400
354,Double-Almond-Coconut-Granola-1683956,,8,8,,3300
355,FIT-FRIDAY--OATMEAL-BLUEBERRY-PANCAKES-1044564,,8,4,,1200
356,French-Toast-1511300,300.0,9,2,600.0,900
357,N_Oatmeal-Breakfast-Bowl-1119574,,6,2,300.0,300
358,Cinnamon-Maple-Mixed-Nut-Butter-1634082,300.0,7,1,900.0,1200
359,French-Toast-Casserole-with-Blueberry-Cream-Cheese-Frosting-1698369,,8,4,,5100
360,Spinach-and-Artichoke-Strata-1689298,,10,4,,4800
361,Sweet-and-Spicy-Breakfast-Skillet-1320698,,7,2,,1500
362,Dads-Favorite-Blueberry-Pancakes-1699268,,8,8,,2400
363,Perfect-Spinach-_-Feta-Omelet-1687064,,8,4,,900
364,Homemade-Waffles-1626158,120.0,8,5,300.0,420
365,Scrambled-Eggs-with-Cheese_-Basil_-Spinach-and-Mushrooms-1712388,600.0,9,4,300.0,900
366,Caramel-Apple-French-Toast-Casserole-1638541,,6,4,,3600
367,Sourdough-Pancakes-601705,1200.0,7,4,300.0,30300
368,Blueberry-oatmeal-waffles-334870,,11,6,,1500
369,Greek-yogurt-with-berries_-nuts-and-honey-352045,,4,4,,120
370,Healthy-Fruit-and-Cream-Oatmeal-1707805,,13,7,,2400
371,Maple-Bacon-Overnight-Cinnamon-Rolls-1705311,2580.0,17,15,5400.0,7980
372,Honey-Sweetened-Strawberry-Vanilla-Jam-1688947,,6,4,,4200
373,Rainey-Thanksgiving-Day-French-Toast-1679986,,7,4,,3600
374,Spinach-and-mozzarella-egg-bake-309252,,8,6,,2700
375,Lemon-Poppy-Seed-Pancakes-1583289,,15,8,,1200
